SoundDataNode	Category	Subcategory	V1Scope	V1PrimaryNeeds
chest_tier1_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
chest_tier2_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
chest_tier2_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
chest_tier3_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
chest_tier3_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
chest_tier4_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
chest_tier4_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
chest_tier5_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
chest_tier5_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
clay_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_apache_artifact_chest	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_backpack	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_bridge	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
close_cash_register	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_cellar_metal	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
close_cellar_wood	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
close_chest	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_clothes_rack	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_cooler	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_corpse	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_door_jail	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
close_door_metal	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
close_door_vault	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
close_drawer	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_dumpster	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_file_cabinet	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_fridge	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_garage_door	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
close_garageindustrial	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
close_garageindustrial_powered	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
close_garbage	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_hatch_scrap	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
close_hatch_vault	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
close_hatch_wood	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
close_inventory	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_locker	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_mailbox	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_manhole	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
close_map	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_medicine_cabinet	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_pill_case	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_safe	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_shopping_basket	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_shopping_cart	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_shutters_metal	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_shutters_wood	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_sign	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_stump	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_suitcase	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_supply_crate	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_toilet	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_toolbox	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_toolchest	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_trashcan	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_vehicle	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_vending	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
close_workbench	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
cloth_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
coal_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
cobblestoneblock_grab	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
cobblestoneblock_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
cobblestones_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
coffeebeans_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
coffin_wood_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
coffin_wood_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
coins_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
collector_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
collector_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
concreteblock_grab	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
concreteblock_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
cookingpot_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
cooler_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
coolerbev_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
coolerbev_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
coolermini_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
coolermini_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
corn_ear_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
corn_grilled_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
cornbread_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
cornmeal_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
corrodeblock	World Interaction	Containers / Doors / Use Actions	OutOfScope	
craft_place_item	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
crate_iron_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
crate_iron_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
crate_steel_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
crate_steel_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
crate_wood_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
crate_wood_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
crateiron_grab	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
crateiron_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
cratesteel_grab	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
cratesteel_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
cratewood_grab	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
cratewood_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
crucible_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
darttrap_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
dewcollector_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
diamonds_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
door_chainlink_double_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_chainlink_double_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_chainlink_single_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_chainlink_single_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_closet_double_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_closet_double_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_closet_single_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_closet_single_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_fence_wood_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_fence_wood_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_french_double_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_french_double_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_french_single_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_french_single_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_garage_metal_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_garage_metal_locked	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_garage_metal_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_garage_wood_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_garage_wood_locked	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_garage_wood_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_glass_automatic_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_glass_automatic_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_glass_double_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_glass_double_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_glass_single_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_glass_single_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_glass_sliding_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_glass_sliding_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_iron_double_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_iron_double_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_iron_locked	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_iron_single_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_iron_single_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_jail_double_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_jail_double_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_jail_locked	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_jail_single_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_jail_single_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_metal_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_metal_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_new_ext_double_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_new_ext_double_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_new_ext_single_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_new_ext_single_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_new_int_double_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_new_int_double_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_new_int_single_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_new_int_single_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_old_ext_double_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_old_ext_double_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_old_ext_single_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_old_ext_single_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_old_int_double_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_old_int_double_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_old_int_single_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_old_int_single_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_rollup_large_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_rollup_large_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_rollup_medium_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_rollup_medium_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_rollup_small_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_rollup_small_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_screen_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_screen_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_stall_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_stall_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_steel_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_steel_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_trailer_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_trailer_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_wood_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_wood_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_wood_roughcut_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
door_wood_roughcut_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
doorknob_grab	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
doorknob_place	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
drug_antibiotics_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
drug_atomjunkies_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
drug_covertcats_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
drug_eyecandy_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
drug_fortbites_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
drug_hackers_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
drug_healthbar_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
drug_nerdtats_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
drug_rockbusters_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
drug_skullcrushers_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
drug_sugarbutts_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
ducttape_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
dye_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
dynamite_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
egg_boiled_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
egg_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
engine_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
farmplot_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
feather_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
firstaidkit_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
flashlight_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
food_bowl1_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
food_bowl2_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
food_pile_lrg_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
food_pile_lrg_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
food_pile_med_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
food_pile_med_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
food_pile_sm_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
food_pile_sm_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
food_plate1_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
food_plate2_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
footwear_leather_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
footwear_nerd_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
footwear_regular_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
footwear_straw_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
forge_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
forge_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
forge_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
forgedmetal_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
fridgeretro_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
fridgeretro_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
fridgesteel_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
fridgesteel_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
furniture_couch_grab	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
furniture_couch_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
furniture_couchbed_grab	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
furniture_couchbed_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
furniture_wood_grab	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
furniture_wood_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
gascan_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
gate_chainlink_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
gate_chainlink_locked	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
gate_chainlink_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
gate_wood_large_close	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
gate_wood_large_locked	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
gate_wood_large_open	World Interaction	Containers / Doors / Use Actions	Primary	15_DoorsHatchesVaultsCellarsBridge
gatherer_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
glass_misc_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
gloves_cloth_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
gloves_leather_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
glue_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
grandpas_awesome_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
grandpas_fergitn_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
grandpas_learnin_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
grandpas_moonshine_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
gravelblock_grab	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
gravelblock_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
grillgrate_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
groundblock_grab	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
groundblock_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
groundblock2_grab	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
groundblock2_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
gunpowder_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
hammer_claw_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
handlebars_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
haybale_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
headlight_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
headwear_cloth_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
headwear_metal_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
headwear_metalplastic_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
headwear_straw_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
headwear_sunglasses_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
iron_misc_hvy_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
iron_misc_hvy2_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
iron_misc_med_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
iron_misc_med2_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
ironpipe_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
item_pickup	World Interaction	Containers / Doors / Use Actions	OutOfScope	
item_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
item_plant_pickup	World Interaction	Containers / Doors / Use Actions	OutOfScope	
jars_empty_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
jars_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
jars2_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
keystone_build_warning	World Interaction	Containers / Doors / Use Actions	OutOfScope	
keystone_placed	World Interaction	Containers / Doors / Use Actions	Primary	10_PlaceUpgradeRepairBlocks
landclaim_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
lead_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
leather_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
lever_action_rifle_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
lever_action_rifle_load	World Interaction	Containers / Doors / Use Actions	OutOfScope	
lever_action_rifle_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
lightbulb_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
liners_cloth_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
locked	World Interaction	Containers / Doors / Use Actions	OutOfScope	
locking	World Interaction	Containers / Doors / Use Actions	OutOfScope	
lockpick_fail	World Interaction	Containers / Doors / Use Actions	OutOfScope	
lockpick_lp	World Interaction	Containers / Doors / Use Actions	OutOfScope	
lockpick_success	World Interaction	Containers / Doors / Use Actions	OutOfScope	
lockpicks_grab	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
lockpicks_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
log_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
magazine_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
mailbox_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
map_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
meat_boiled_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
meat_charred_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
meat_grilled_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
meat_raw_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
medicalsupplies_med_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
medicalsupplies_med_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
medicalsupplies_sm_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
medicalsupplies_sm_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
megacrush_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
minibike_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
