Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
IZYMeleeT4BladeKatana,,Melee,,,"Katana[decea3] (T4)[-]",Katana[decea3] (T4)[-],"Katana[decea3] (T4)[-]","Katana[decea3] (T4)[-]","Katana[decea3] (T4)[-]","Katana[decea3] (T4)[-]","カタナ[decea3] (T4)[-]","카타나[decea3] (T4)[-]","Katana[decea3] (T4)[-]","Catana[decea3] (T4)[-]","Катана[decea3] (T4)[-]","Katana[decea3] (T4)[-]","武士刀[decea3] (T4)[-]","武士刀[decea3] (T4)[-]"
IZYMeleeT4SledghammerSpikeMace,,Melee,,,"Spiked Mace[decea3] (T4)[-]",Spiked Mace[decea3] (T4)[-],"Stachelkeule[decea3] (T4)[-]","Maza de púas[decea3] (T4)[-]","Masse d'armes à pointes[decea3] (T4)[-]","Mazza chiodata[decea3] (T4)[-]","スパイクメイス[decea3] (T4)[-]","スパイクメイス[decea3] (T4)[-]","Gorgia z kolcami[decea3] (T4)[-]","Maça de pontas[decea3] (T4)[-]","Шипованная булава[decea3] (T4)[-]","Dikenli Gürz[decea3] (T4)[-]","狼牙棒[decea3] (T4)[-]","狼牙棒[decea3] (T4)[-]"
IZYMeleeT4SpearPoleAxe,,Melee,,,"Pole Axe[decea3] (T4)[-]",Pole Axe[decea3] (T4)[-],"Mordaxt[decea3] (T4)[-]","Hacha de petos[decea3] (T4)[-]","Hache d'armes[decea3] (T4)[-]","Azza[decea3] (T4)[-]","ポールアックス[decea3] (T4)[-]","폴액스[decea3] (T4)[-]","Nadziak[decea3] (T4)[-]","Machado de armas[decea3] (T4)[-]","Полэкс[decea3] (T4)[-]","Baltalı kargı[decea3] (T4)[-]","长柄斧[decea3] (T4)[-]","长柄斧[decea3] (T4)[-]"
IZYgunT2LGLChinalakeGrenadeLauncher,,,,,"[ffb400](25mm) [-]Pump-Action Grenade Launcher",[ffb400](25mm) [-]Pump-Action Grenade Launcher,"[ffb400](25mm) [-]Vorderschaftrepetier-Granatwerfer","[ffb400](25mm) [-]Lanzagranadas de corredera","[ffb400](25mm) [-]Lance-grenades à pompe","[ffb400](25mm) [-]Lanciagranate a pompa","[ffb400](25mm) [-]ポンプアクション式グレネードランチャー","[ffb400](25mm) [-]펌프액션 유탄발사기","[ffb400](25mm) [-]Granatnik pompowy","[ffb400](25mm) [-]Lança-granadas de bombeamento","[ffb400](25mm) [-]Помповый гранатомет","[ffb400](25mm) [-]Pompalı bomba atar","[ffb400](25毫米) [-]泵动式榴弹发射器","[ffb400](25毫米) [-]泵動式榴彈發射器"
IZYgunT3LGLXM25,,,,,"[ffb400](25mm) [-]XM-25",[ffb400](25mm) [-]XM-25,"[ffb400](25mm) [-]XM-25","[ffb400](25mm) [-]XM-25","[ffb400](25mm) [-]XM-25","[ffb400](25mm) [-]XM-25","[ffb400](25mm) [-]XM-25","[ffb400](25mm) [-]XM-25","[ffb400](25mm) [-]XM-25","[ffb400](25mm) [-]XM-25","[ffb400](25mm) [-]XM-25","[ffb400](25mm) [-]XM-25","[ffb400](25毫米) [-]XM-25","[ffb400](25毫米) [-]XM-25"
IZYgunT3RocketLauncherRPG7,,,,,"[ffb400](25mm) [-]RPG-7",[ffb400](25mm) [-]RPG-7,"[ffb400](25mm) [-]RPG-7","[ffb400](25mm) [-]RPG-7","[ffb400](25mm) [-]RPG-7","[ffb400](25mm) [-]RPG-7","[ffb400](25mm) [-]RPG-7","[ffb400](25mm) [-]RPG-7","[ffb400](25mm) [-]RPG-7","[ffb400](25mm) [-]RPG-7","[ffb400](25mm) [-]РПГ-7","[ffb400](25mm) [-]RPG-7","[ffb400](25毫米) [-]RPG-7","[ffb400](25毫米) [-]RPG-7"
IZYgunT0PistolLiberatorImprovisedPistol,,,,,"[ffb400](.45mm) [-][decea3]T0[-] Improvised Pistol",[ffb400](.45mm) [-][decea3]T0[-] Improvised Pistol,"[ffb400](.45mm) [-][decea3]T0[-] Improvisierte Pistole","[ffb400](.45mm) [-][decea3]T0[-] Pistola improvisada","[ffb400](.45mm) [-][decea3]T0[-] Pistolet improvisé","[ffb400](.45mm) [-][decea3]T0[-] Pistola improvvisata","[ffb400](.45mm) [-][decea3]T0[-] 急造拳銃","[ffb400](45mm) [-][decea3]T0[-] 급조 권총","[ffb400](45mm) [-][decea3]T0[-] Pistolet improwizowany","[ffb400](45mm) [-][decea3]T0[-] Pistola improvisada","[ffb400](45mm) [-][decea3]T0[-] Самодельный пистолет","[ffb400](45mm) [-][decea3]T0[-] El yapımı tabanca","[ffb400](.45毫米) [-][decea3]T0[-] 土制手枪","[ffb400](.45毫米) [-][decea3]T0[-] 土製手槍"
IZYgunT1Pistol45M1917,,,,,"[ffb400](.45mm) [-][decea3]T1[-] .45 Revolver",[ffb400](.45mm) [-][decea3]T1[-] .45 Revolver,"[ffb400](.45mm) [-][decea3]T1[-] .45 Revolver","[ffb400](.45mm) [-][decea3]T1[-] Revólver .45","[ffb400](.45mm) [-][decea3]T1[-] Revolver .45","[ffb400](.45mm) [-][decea3]T1[-] Revolver .45","[ffb400](.45mm) [-][decea3]T1[-] .45口径リボルバー","[ffb400](45mm) [-][decea3]T1[-] .45 리볼버","[ffb400](45mm) [-][decea3]T1[-] Rewolwer .45","[ffb400](45mm) [-][decea3]T1[-] Revólver .45","[ffb400](45mm) [-][decea3]T1[-] Револьвер .45 калибра","[ffb400](45mm) [-][decea3]T1[-] .45 Revolver","[ffb400](.45毫米) [-][decea3]T1[-] .45 左轮手枪","[ffb400](.45毫米) [-][decea3]T1[-] .45 左輪手槍"
IZYgunT1Pistol45Type17C96,,,,,"[ffb400](.45mm) [-][decea3]T1[-] Type-17",[ffb400](.45mm) [-][decea3]T1[-] Type-17,"[ffb400](.45mm) [-][decea3]T1[-] Typ-17","[ffb400](.45mm) [-][decea3]T1[-] Tipo-17","[ffb400](.45mm) [-][decea3]T1[-] Type-17","[ffb400](.45mm) [-][decea3]T1[-] Tipo-17","[ffb400](.45mm) [-][decea3]T1[-] 十七年式","[ffb400](45mm) [-][decea3]T1[-] 17식","[ffb400](45mm) [-][decea3]T1[-] Typ-17","[ffb400](45mm) [-][decea3]T1[-] Tipo-17","[ffb400](45mm) [-][decea3]T1[-] Тип-17","[ffb400](45mm) [-][decea3]T1[-] Tip-17","[ffb400](.45毫米) [-][decea3]T1[-] 17式","[ffb400](.45毫米) [-][decea3]T1[-] 17式"
IZYgunT2Pistol45M1911A1,,,,,"[ffb400](.45mm) [-][decea3]T2[-] M1911",[ffb400](.45mm) [-][decea3]T2[-] M1911,"[ffb400](.45mm) [-][decea3]T2[-] M1911","[ffb400](.45mm) [-][decea3]T2[-] M1911","[ffb400](.45mm) [-][decea3]T2[-] M1911","[ffb400](.45mm) [-][decea3]T2[-] M1911","[ffb400](.45mm) [-][decea3]T2[-] M1911","[ffb400](45mm) [-][decea3]T2[-] M1911","[ffb400](45mm) [-][decea3]T2[-] M1911","[ffb400](45mm) [-][decea3]T2[-] M1911","[ffb400](45mm) [-][decea3]T2[-] M1911","[ffb400](45mm) [-][decea3]T2[-] M1911","[ffb400](.45毫米) [-][decea3]T2[-] M1911","[ffb400](.45毫米) [-][decea3]T2[-] M1911"
IZYgunT3Pistol45USP45,,,,,"[ffb400](.45mm) [-][decea3]T3[-] USP-45",[ffb400](.45mm) [-][decea3]T3[-] USP-45,"[ffb400](.45mm) [-][decea3]T3[-] USP-45","[ffb400](.45mm) [-][decea3]T3[-] USP-45","[ffb400](.45mm) [-][decea3]T3[-] USP-45","[ffb400](.45mm) [-][decea3]T3[-] USP-45","[ffb400](.45mm) [-][decea3]T3[-] USP-45","[ffb400](45mm) [-][decea3]T3[-] USP-45","[ffb400](45mm) [-][decea3]T3[-] USP-45","[ffb400](45mm) [-][decea3]T3[-] USP-45","[ffb400](45mm) [-][decea3]T3[-] USP-45","[ffb400](45mm) [-][decea3]T3[-] USP-45","[ffb400](.45毫米) [-][decea3]T3[-] USP-45","[ffb400](.45毫米) [-][decea3]T3[-] USP-45"
IZYgunT4Pistol45STIEAGLE6,,,,,"[ffb400](.45mm) [-][decea3]T4[-] STI Eagle 6",[ffb400](.45mm) [-][decea3]T4[-] STI Eagle 6,"[ffb400](.45mm) [-][decea3]T4[-] STI Eagle 6","[ffb400](.45mm) [-][decea3]T4[-] STI Eagle 6","[ffb400](.45mm) [-][decea3]T4[-] STI Eagle 6","[ffb400](.45mm) [-][decea3]T4[-] STI Eagle 6","[ffb400](.45mm) [-][decea3]T4[-] STI Eagle 6","[ffb400](45mm) [-][decea3]T4[-] STI Eagle 6","[ffb400](45mm) [-][decea3]T4[-] STI Eagle 6","[ffb400](45mm) [-][decea3]T4[-] STI Eagle 6","[ffb400](45mm) [-][decea3]T4[-] STI Eagle 6","[ffb400](45mm) [-][decea3]T4[-] STI Eagle 6","[ffb400](.45毫米) [-][decea3]T4[-] STI Eagle 6","[ffb400](.45毫米) [-][decea3]T4[-] STI Eagle 6"
IZYgunT2DualPistols45M1911A1,,,,,"[ffb400](.45mm) [-][decea3]T2[-] Dual-M1911",[ffb400](.45mm) [-][decea3]T2[-] Dual-M1911,"[ffb400](.45mm) [-][decea3]T2[-] Dual-M1911","[ffb400](.45mm) [-][decea3]T2[-] Dual-M1911","[ffb400](.45mm) [-][decea3]T2[-] Dual-M1911","[ffb400](.45mm) [-][decea3]T2[-] Dual-M1911","[ffb400](.45mm) [-][decea3]T2[-] M1911二丁拳銃","[ffb400](45mm) [-][decea3]T2[-] 듀얼 M1911","[ffb400](45mm) [-][decea3]T2[-] Podwójne M1911","[ffb400](45mm) [-][decea3]T2[-] Dual-M1911","[ffb400](45mm) [-][decea3]T2[-] Двойные М1911","[ffb400](45mm) [-][decea3]T2[-] Çift M1911","[ffb400](.45毫米) [-][decea3]T2[-] 双持M1911","[ffb400](.45毫米) [-][decea3]T2[-] 雙持M1911"
IZYgunT245SMGM3Greasegun,,,,,"[ffb400](.45mm) [-][decea3]T2[-] M3 Grease Gun",[ffb400](.45mm) [-][decea3]T2[-] M3 Grease Gun,"[ffb400](.45mm) [-][decea3]T2[-] M3 Grease Gun","[ffb400](.45mm) [-][decea3]T2[-] Pistola ametralladora M3","[ffb400](.45mm) [-][decea3]T2[-] Pistolet mitrailleur M3","[ffb400](.45mm) [-][decea3]T2[-] M3 Grease Gun","[ffb400](.45mm) [-][decea3]T2[-] M3グリースガン","[ffb400](45mm) [-][decea3]T2[-] M3 그리스건","[ffb400](45mm) [-][decea3]T2[-] Pistolet maszynowy M3","[ffb400](45mm) [-][decea3]T2[-] M3 Grease Gun","[ffb400](45mm) [-][decea3]T2[-] Пистолет-пулемет M3","[ffb400](45mm) [-][decea3]T2[-] M3 Grease Gun","[ffb400](.45毫米) [-][decea3]T2[-] M3冲锋枪","[ffb400](.45毫米) [-][decea3]T2[-] M3衝鋒槍"
IZYgunT345SMGM1thompson,,,,,"[ffb400](.45mm) [-][decea3]T3[-] M1 Thompson",[ffb400](.45mm) [-][decea3]T3[-] M1 Thompson,"[ffb400](.45mm) [-][decea3]T3[-] M1 Thompson","[ffb400](.45mm) [-][decea3]T3[-] M1 Thompson","[ffb400](.45mm) [-][decea3]T3[-] M1 Thompson","[ffb400](.45mm) [-][decea3]T3[-] M1 Thompson","[ffb400](.45mm) [-][decea3]T3[-] M1トンプソン","[ffb400](45mm) [-][decea3]T3[-] M1 톰슨","[ffb400](45mm) [-][decea3]T3[-] M1 Thompson","[ffb400](45mm) [-][decea3]T3[-] M1 Thompson","[ffb400](45mm) [-][decea3]T3[-] М1 Томпсон","[ffb400](45mm) [-][decea3]T3[-] M1 Thompson","[ffb400](.45毫米) [-][decea3]T3[-] M1汤普森","[ffb400](.45毫米) [-][decea3]T3[-] M1湯普森"
IZYgunT445SMGM1928thompson,,,,,"[ffb400](.45mm) [-][decea3]T4[-] M1928 Thompson Drum Magazine",[ffb400](.45mm) [-][decea3]T4[-] M1928 Thompson Drum Magazine,"[ffb400](.45mm) [-][decea3]T4[-] M1928 Thompson Trommelmagazin","[ffb400](.45mm) [-][decea3]T4[-] Cargador de tambor M1928 Thompson","[ffb400](.45mm) [-][decea3]T4[-] Chargeur tambour Thompson M1928","[ffb400](.45mm) [-][decea3]T4[-] Caricatore a tamburo M1928 Thompson","[ffb400](.45mm) [-][decea3]T4[-] M1928トンプソンドラムマガジン","[ffb400](45mm) [-][decea3]T4[-] M1928 톰슨 드럼 탄창","[ffb400](45mm) [-][decea3]T4[-] Magazynek bębnowy Thompson M1928","[ffb400](45mm) [-][decea3]T4[-] Carregador de tambor M1928 Thompson","[ffb400](45mm) [-][decea3]T4[-] Барабанный магазин M1928 Thompson","[ffb400](45mm) [-][decea3]T4[-] M1928 Thompson Drum Şarjör","[ffb400](.45毫米) [-][decea3]T4[-] M1928汤普森弹鼓","[ffb400](.45毫米) [-][decea3]T4[-] M1928湯普森彈鼓"
IZYgunT145TACSMGMAC10,,,,,"[ffb400](.45mm) [-][decea3]T1[-] MAC-10",[ffb400](.45mm) [-][decea3]T1[-] MAC-10,"[ffb400](.45mm) [-][decea3]T1[-] MAC-10","[ffb400](.45mm) [-][decea3]T1[-] MAC-10","[ffb400](.45mm) [-][decea3]T1[-] MAC-10","[ffb400](.45mm) [-][decea3]T1[-] MAC-10","[ffb400](.45mm) [-][decea3]T1[-] MAC-10","[ffb400](45mm) [-][decea3]T1[-] MAC-10","[ffb400](45mm) [-][decea3]T1[-] MAC-10","[ffb400](45mm) [-][decea3]T1[-] MAC-10","[ffb400](45mm) [-][decea3]T1[-] MAC-10","[ffb400](45mm) [-][decea3]T1[-] MAC-10","[ffb400](.45毫米) [-][decea3]T1[-] MAC-10","[ffb400](.45毫米) [-][decea3]T1[-] MAC-10"
IZYgunT445TACSMGKrissSuperV,,,,,"[ffb400](.45mm) [-][decea3]T4[-] KRS Super-V",[ffb400](.45mm) [-][decea3]T4[-] KRS Super-V,"[ffb400](.45mm) [-][decea3]T4[-] KRS Super-V","[ffb400](.45mm) [-][decea3]T4[-] KRS Super-V","[ffb400](.45mm) [-][decea3]T4[-] KRS Super-V","[ffb400](.45mm) [-][decea3]T4[-] KRS Super-V","[ffb400](.45mm) [-][decea3]T4[-] KRSスーパーV","[ffb400](45mm) [-][decea3]T4[-] KRS 슈퍼 V","[ffb400](45mm) [-][decea3]T4[-] KRS Super-V","[ffb400](45mm) [-][decea3]T4[-] KRS Super-V","[ffb400](45mm) [-][decea3]T4[-] КРС Супер-В","[ffb400](45mm) [-][decea3]T4[-] KRS Super-V","[ffb400](.45毫米) [-][decea3]T4[-] KRS Super-V","[ffb400](.45毫米) [-][decea3]T4[-] KRS Super-V"
IZYgunT3MarksmanRifleMMRM1Carbine45,,,,,"[ffb400](.45mm) [-][decea3]T3[-] Carbine-45",[ffb400](.45mm) [-][decea3]T3[-] Carbine-45,"[ffb400](.45mm) [-][decea3]T3[-] Karabiner-45","[ffb400](.45mm) [-][decea3]T3[-] Carabina-45","[ffb400](.45mm) [-][decea3]T3[-] Carabine-45","[ffb400](.45mm) [-][decea3]T3[-] Carabina-45","[ffb400](.45mm) [-][decea3]T3[-] カービン45","[ffb400](45mm) [-][decea3]T3[-] 카빈-45","[ffb400](45mm) [-][decea3]T3[-] Karabin-45","[ffb400](45mm) [-][decea3]T3[-] Carabina-45","[ffb400](45mm) [-][decea3]T3[-] Карабин-45","[ffb400](45mm) [-][decea3]T3[-] Karabina-45","[ffb400](.45毫米) [-][decea3]T3[-] 45口径卡宾枪","[ffb400](.45毫米) [-][decea3]T3[-] 45口徑卡賓槍"
IZYgunT4MarksmanRifle45MMRKrissVectorCarbine,,,,,"[ffb400](.45mm) [-][decea3]T4[-] Vector Carbine",[ffb400](.45mm) [-][decea3]T4[-] Vector Carbine,"[ffb400](.45mm) [-][decea3]T4[-] Vector Carbine","[ffb400](.45mm) [-][decea3]T4[-] Carabina Vector","[ffb400](.45mm) [-][decea3]T4[-] Carabine Vector","[ffb400](.45mm) [-][decea3]T4[-] Carabina Vector","[ffb400](.45mm) [-][decea3]T4[-] ベクターカービン","[ffb400](45mm) [-][decea3]T4[-] 벡터 카빈","[ffb400](45mm) [-][decea3]T4[-] Karabin Vector","[ffb400](45mm) [-][decea3]T4[-] Carabina Vector","[ffb400](45mm) [-][decea3]T4[-] Вектор Карабин","[ffb400](45mm) [-][decea3]T4[-] Vector Carbine","[ffb400](.45毫米) [-][decea3]T4[-] Vector卡宾枪","[ffb400](.45毫米) [-][decea3]T4[-] Vector卡賓槍"
IZYgunT3PistolMagnumAutomag44,,,,,"[ffb400](.44mm) [-][decea3]T3[-] .44 AutoMag Heavy Pistol",[ffb400](.44mm) [-][decea3]T3[-] .44 AutoMag Heavy Pistol,"[ffb400](.44mm) [-][decea3]T3[-] .44 AutoMag schwere Pistole","[ffb400](.44mm) [-][decea3]T3[-] Pistola pesada .44 AutoMag","[ffb400](.44mm) [-][decea3]T3[-] Pistolet lourd .44 AutoMag","[ffb400](.44mm) [-][decea3]T3[-] Pistola pesante .44 AutoMag","[ffb400](.44mm) [-][decea3]T3[-] .44オートマグ重拳銃","[ffb400](44mm) [-][decea3]T3[-] .44 오토매그 중권총","[ffb400](44mm) [-][decea3]T3[-] .44 AutoMag Ciężki Pistolet","[ffb400](44mm) [-][decea3]T3[-] Pistola pesada .44 AutoMag","[ffb400](44mm) [-][decea3]T3[-] Тяжелый пистолет .44 AutoMag","[ffb400](44mm) [-][decea3]T3[-] .44 AutoMag Ağır Tabanca","[ffb400](.44毫米) [-][decea3]T3[-] .44 AutoMag重型手枪","[ffb400](.44毫米) [-][decea3]T3[-] .44 AutoMag重型手槍"
IZYgunT4DualMagnumDesertEagles,,,,,"[ffb400](.44mm) [-][decea3]T4[-] Dual-Desert Eagle",[ffb400](.44mm) [-][decea3]T4[-] Dual-Desert Eagle,"[ffb400](.44mm) [-][decea3]T4[-] Dual-Desert Eagle","[ffb400](.44mm) [-][decea3]T4[-] Dual-Desert Eagle","[ffb400](.44mm) [-][decea3]T4[-] Dual-Desert Eagle","[ffb400](.44mm) [-][decea3]T4[-] Dual-Desert Eagle","[ffb400](.44mm) [-][decea3]T4[-] 二丁デザートイーグル","[ffb400](44mm) [-][decea3]T4[-] 듀얼 데저트 이글","[ffb400](44mm) [-][decea3]T4[-] Podwójne Desert Eagle","[ffb400](44mm) [-][decea3]T4[-] Dual-Desert Eagle","[ffb400](44mm) [-][decea3]T4[-] Двойные Desert Eagle","[ffb400](44mm) [-][decea3]T4[-] Çift Desert Eagle","[ffb400](.44毫米) [-][decea3]T4[-] 双持沙鹰","[ffb400](.44毫米) [-][decea3]T4[-] 雙持沙鷹"
IZYgunT0SMGPIPEsubmachinegun,,,,,"[ffb400](9mm) [-][decea3]T0[-] Pipe Sub-Machinegun",[ffb400](9mm) [-][decea3]T0[-] Pipe Sub-Machinegun,"[ffb400](9mm) [-][decea3]T0[-] Rohr-Maschinenpistole","[ffb400](9mm) [-][decea3]T0[-] Pistola ametralladora de tubo","[ffb400](9mm) [-][decea3]T0[-] Pistolet mitrailleur pipe","[ffb400](9mm) [-][decea3]T0[-] Pistola mitragliatrice a tubo","[ffb400](9mm) [-][decea3]T0[-] パイプサブマシンガン","[ffb400](9mm) [-][decea3]T0[-] 파이프 기관단총","[ffb400](9mm) [-][decea3]T0[-] Pistolet maszynowy z rury","[ffb400](9mm) [-][decea3]T0[-] Pistola submetralhadora de tubo","[ffb400](9mm) [-][decea3]T0[-] Трубчатый пистолет-пулемет","[ffb400](9mm) [-][decea3]T0[-] Borulu Hafif Makineli Tüfek","[ffb400](9毫米) [-][decea3]T0[-] 管道冲锋枪","[ffb400](9毫米) [-][decea3]T0[-] 管道衝鋒槍"
IZYgunT1SMGTec9submachinegun,,,,,"[ffb400](9mm) [-][decea3]T1[-] Tec 9 Sub-Machinegun",[ffb400](9mm) [-][decea3]T1[-] Tec 9 Sub-Machinegun,"[ffb400](9mm) [-][decea3]T1[-] Tec 9 Maschinenpistole","[ffb400](9mm) [-][decea3]T1[-] Pistola ametralladora Tec 9","[ffb400](9mm) [-][decea3]T1[-] Pistolet mitrailleur Tec 9","[ffb400](9mm) [-][decea3]T1[-] Pistola mitragliatrice Tec 9","[ffb400](9mm) [-][decea3]T1[-] Tec 9サブマシンガン","[ffb400](9mm) [-][decea3]T1[-] Tec 9 기관단총","[ffb400](9mm) [-][decea3]T1[-] Pistolet maszynowy Tec 9","[ffb400](9mm) [-][decea3]T1[-] Pistola submetralhadora Tec 9","[ffb400](9mm) [-][decea3]T1[-] Пистолет-пулемет Tec 9","[ffb400](9mm) [-][decea3]T1[-] Tec 9 Hafif Makineli Tüfek","[ffb400](9毫米) [-][decea3]T1[-] Tec 9冲锋枪","[ffb400](9毫米) [-][decea3]T1[-] Tec 9衝鋒槍"
IZYgunT2SMGUZIsubmachinegun,,,,,"[ffb400](9mm) [-][decea3]T2[-] UZI Sub-Machinegun",[ffb400](9mm) [-][decea3]T2[-] UZI Sub-Machinegun,"[ffb400](9mm) [-][decea3]T2[-] UZI Maschinenpistole","[ffb400](9mm) [-][decea3]T2[-] Pistola ametralladora UZI","[ffb400](9mm) [-][decea3]T2[-] Pistolet mitrailleur UZI","[ffb400](9mm) [-][decea3]T2[-] Pistola mitragliatrice UZI","[ffb400](9mm) [-][decea3]T2[-] UZIサブマシンガン","[ffb400](9mm) [-][decea3]T2[-] UZI 기관단총","[ffb400](9mm) [-][decea3]T2[-] Pistolet maszynowy UZI","[ffb400](9mm) [-][decea3]T2[-] Pistola submetralhadora UZI","[ffb400](9mm) [-][decea3]T2[-] Пистолет-пулемет UZI","[ffb400](9mm) [-][decea3]T2[-] UZI Hafif Makineli Tüfek","[ffb400](9毫米) [-][decea3]T2[-] UZI冲锋枪","[ffb400](9毫米) [-][decea3]T2[-] UZI衝鋒槍"
IZYgunT3SMGMP9submachinegun,,,,,"[ffb400](9mm) [-][decea3]T3[-] MP-9",[ffb400](9mm) [-][decea3]T3[-] MP-9,"[ffb400](9mm) [-][decea3]T3[-] MP-9","[ffb400](9mm) [-][decea3]T3[-] MP-9","[ffb400](9mm) [-][decea3]T3[-] MP-9","[ffb400](9mm) [-][decea3]T3[-] MP-9","[ffb400](9mm) [-][decea3]T3[-] MP-9","[ffb400](9mm) [-][decea3]T3[-] MP-9","[ffb400](9mm) [-][decea3]T3[-] MP-9","[ffb400](9mm) [-][decea3]T3[-] MP-9","[ffb400](9mm) [-][decea3]T3[-] MP-9","[ffb400](9mm) [-][decea3]T3[-] MP-9","[ffb400](9毫米) [-][decea3]T3[-] MP-9","[ffb400](9毫米) [-][decea3]T3[-] MP-9"
IZYgunT4SMGCZScorpionEVO3,,,,,"[ffb400](9mm) [-]SCP EVO-3 Submachinegun",[ffb400](9mm) [-]SCP EVO-3 Submachinegun,"[ffb400](9mm) [-]SCP EVO-3 Maschinenpistole","[ffb400](9mm) [-]Pistola ametralladora SCP EVO-3","[ffb400](9mm) [-]Pistolet mitrailleur SCP EVO-3","[ffb400](9mm) [-]Pistola mitragliatrice SCP EVO-3","[ffb400](9mm) [-]SCP EVO-3サブマシンガン","[ffb400](9mm) [-]SCP EVO-3 기관단총","[ffb400](9mm) [-]Pistolet maszynowy SCP EVO-3","[ffb400](9mm) [-]Pistola submetralhadora SCP EVO-3","[ffb400](9mm) [-]Пистолет-пулемет SCP EVO-3","[ffb400](9mm) [-]SCP EVO-3 Hafif Makineli Tüfek","[ffb400](9毫米) [-]SCP EVO-3冲锋枪","[ffb400](9毫米) [-]SCP EVO-3衝鋒槍"
IZYgunT3SMGMP5Ksubmachinegun,,,,,"[ffb400](9mm) [-][decea3]T3[-] MP5K",[ffb400](9mm) [-][decea3]T3[-] MP5K,"[ffb400](9mm) [-][decea3]T3[-] MP5K","[ffb400](9mm) [-][decea3]T3[-] MP5K","[ffb400](9mm) [-][decea3]T3[-] MP5K","[ffb400](9mm) [-][decea3]T3[-] MP5K","[ffb400](9mm) [-][decea3]T3[-] MP5K","[ffb400](9mm) [-][decea3]T3[-] MP5K","[ffb400](9mm) [-][decea3]T3[-] MP5K","[ffb400](9mm) [-][decea3]T3[-] MP5K","[ffb400](9mm) [-][decea3]T3[-] MP5K","[ffb400](9mm) [-][decea3]T3[-] MP5K","[ffb400](9毫米) [-][decea3]T3[-] MP5K","[ffb400](9毫米) [-][decea3]T3[-] MP5K"
IZYgunT4SMGColt9mmsubmachinegun,,,,,"[ffb400](9mm) [-][decea3]T4[-] Kolt 9mm Submachinegun",[ffb400](9mm) [-][decea3]T4[-] Kolt 9mm Submachinegun,"[ffb400](9mm) [-][decea3]T4[-] Kolt 9mm Maschinenpistole","[ffb400](9mm) [-][decea3]T4[-] Pistola ametralladora Kolt 9mm","[ffb400](9mm) [-][decea3]T4[-] Pistolet mitrailleur Kolt 9mm","[ffb400](9mm) [-][decea3]T4[-] Pistola mitragliatrice Kolt 9mm","[ffb400](9mm) [-][decea3]T4[-] コルト9mmサブマシンガン","[ffb400](9mm) [-][decea3]T4[-] 콜트 9mm 기관단총","[ffb400](9mm) [-][decea3]T4[-] Pistolet maszynowy Kolt 9mm","[ffb400](9mm) [-][decea3]T4[-] Pistola submetralhadora Kolt 9mm","[ffb400](9mm) [-][decea3]T4[-] Пистолет-пулемет Кольт 9мм","[ffb400](9mm) [-][decea3]T4[-] Kolt 9mm Hafif Makineli Tüfek","[ffb400](9毫米) [-][decea3]T4[-] 柯尔特9毫米冲锋枪","[ffb400](9毫米) [-][decea3]T4[-] 柯爾特9毫米衝鋒槍"
IZYgunT1DualPistolCOLTnavyRevolver,,,,,"[ffb400](9mm) [-][decea3]T1[-] Dual-Kolt Navy Revolver",[ffb400](9mm) [-][decea3]T1[-] Dual-Kolt Navy Revolver,"[ffb400](9mm) [-][decea3]T1[-] Dual-Kolt Navy Revolver","[ffb400](9mm) [-][decea3]T1[-] Revólveres Navy Dual-Kolt","[ffb400](9mm) [-][decea3]T1[-] Revolvers Navy Dual-Kolt","[ffb400](9mm) [-][decea3]T1[-] Rivoltelle Navy Dual-Kolt","[ffb400](9mm) [-][decea3]T1[-] コルトネイビーリボルバー二丁","[ffb400](9mm) [-][decea3]T1[-] 듀얼 콜트 네이비 리볼버","[ffb400](9mm) [-][decea3]T1[-] Podwójne Rewolwery Kolt Navy","[ffb400](9mm) [-][decea3]T1[-] Revólveres Navy Dual-Kolt","[ffb400](9mm) [-][decea3]T1[-] Двойные револьверы Кольт Navy","[ffb400](9mm) [-][decea3]T1[-] Çift Kolt Navy Revolver","[ffb400](9毫米) [-][decea3]T1[-] 双持柯尔特海军左轮","[ffb400](9毫米) [-][decea3]T1[-] 雙持柯爾特海軍左輪"
IZYgunT2DualPistolM9bs,,,,,"[ffb400](9mm) [-][decea3]T2[-] Dual-M9 Pistol",[ffb400](9mm) [-][decea3]T2[-] Dual-M9 Pistol,"[ffb400](9mm) [-][decea3]T2[-] Dual-M9 Pistole","[ffb400](9mm) [-][decea3]T2[-] Pistolas M9 Duales","[ffb400](9mm) [-][decea3]T2[-] Pistolets M9 Dual","[ffb400](9mm) [-][decea3]T2[-] Pistole M9 Duali","[ffb400](9mm) [-][decea3]T2[-] M9ピストル二丁","[ffb400](9mm) [-][decea3]T2[-] 듀얼 M9 권총","[ffb400](9mm) [-][decea3]T2[-] Podwójne Pistolety M9","[ffb400](9mm) [-][decea3]T2[-] Pistolas M9 Duplas","[ffb400](9mm) [-][decea3]T2[-] Двойные пистолеты М9","[ffb400](9mm) [-][decea3]T2[-] Çift M9 Tabanca","[ffb400](9毫米) [-][decea3]T2[-] 双持M9手枪","[ffb400](9毫米) [-][decea3]T2[-] 雙持M9手枪"
